time,open,high,low,close,tick_volume,spread,real_volume
2017.03.28 00:00,49578.0,49693.0,49422.0,49512.0,1258,0,0
2017.03.29 00:00,49258.0,49272.0,48942.0,48987.0,1782,0,0
2017.03.30 00:00,48888.0,49037.0,48713.0,48907.0,1640,0,0
2017.03.31 00:00,48743.0,48903.0,48472.0,48557.0,1518,0,0
2017.04.03 00:00,48553.0,49023.0,48527.0,48747.0,753,0,0
2017.04.04 00:00,49188.0,49237.0,48773.0,49167.0,345,0,0
2017.04.05 00:00,49258.0,49438.0,49078.0,49137.0,885,0,0
2017.04.06 00:00,49088.0,49188.0,48743.0,48767.0,507,0,0
2017.04.07 00:00,48753.0,49228.0,48638.0,49227.0,707,0,0
2017.04.10 00:00,49403.0,49418.0,48948.0,49412.0,564,0,0
2017.04.11 00:00,49438.0,49617.0,48923.0,49572.0,1504,0,0
2017.04.12 00:00,49488.0,49488.0,48743.0,48802.0,533,0,0
2017.04.17 00:00,48785.0,49038.0,48558.0,48752.0,656,0,0
2017.04.18 00:00,48817.0,48817.0,48213.0,48497.0,566,0,0
2017.04.19 00:00,48873.0,48873.0,48538.0,48707.0,456,0,0
2017.04.20 00:00,49138.0,49138.0,48583.0,48817.0,785,0,0
2017.04.21 00:00,48553.0,48973.0,48553.0,48922.0,571,0,0
2017.04.24 00:00,49038.0,49547.0,49038.0,49517.0,463,0,0
2017.04.25 00:00,49441.0,49938.0,49441.0,49682.0,432,0,0
2017.04.26 00:00,49706.0,49963.0,49058.0,49447.0,1149,0,0
2017.04.27 00:00,49428.0,49638.0,49168.0,49472.0,635,0,0
2017.04.28 00:00,49358.0,49402.0,49008.0,49117.0,554,0,0
2017.05.02 00:00,49230.0,49593.0,49228.0,49447.0,674,0,0
2017.05.03 00:00,49631.0,49648.0,48998.0,49087.0,812,0,0
2017.05.04 00:00,49378.0,49378.0,48723.0,48802.0,797,0,0
2017.05.05 00:00,48894.0,49413.0,48894.0,49367.0,440,0,0
2017.05.08 00:00,49438.0,49548.0,49308.0,49462.0,713,0,0
2017.05.09 00:00,49473.0,49988.0,49473.0,49887.0,547,0,0
2017.05.10 00:00,49908.0,50113.0,49808.0,49872.0,553,0,0
2017.05.11 00:00,49873.0,49876.0,49458.0,49508.0,557,0,0
2017.05.12 00:00,49363.0,49523.0,49183.0,49238.0,655,0,0
2017.05.15 00:00,49338.0,49708.0,49173.0,49597.0,467,0,0
2017.05.16 00:00,49598.0,49748.0,49402.0,49407.0,507,0,0
2017.05.17 00:00,49338.0,49338.0,48687.0,48697.0,578,0,0
2017.05.18 00:00,48658.0,48663.0,48108.0,48152.0,840,0,0
2017.05.19 00:00,48088.0,49047.0,47998.0,49037.0,897,0,0
2017.05.22 00:00,48893.0,49328.0,48543.0,48772.0,896,0,0
2017.05.23 00:00,48618.0,48963.0,48598.0,48932.0,845,0,0
2017.05.24 00:00,48853.0,49437.0,48798.0,49322.0,542,0,0
2017.05.25 00:00,49373.0,49583.0,49223.0,49347.0,673,0,0
2017.05.26 00:00,49118.0,49632.0,49118.0,49627.0,475,0,0
2017.05.29 00:00,49598.0,49793.0,49417.0,49417.0,719,0,0
2017.05.30 00:00,49363.0,49588.0,49012.0,49122.0,728,0,0
2017.05.31 00:00,49323.0,49353.0,48732.0,48772.0,916,0,0
2017.06.01 00:00,48698.0,49248.0,48698.0,48867.0,453,0,0
2017.06.02 00:00,49020.0,49158.0,48883.0,49097.0,705,0,0
2017.06.05 00:00,49238.0,49582.0,49083.0,49472.0,917,0,0
2017.06.06 00:00,49488.0,49513.0,49228.0,49252.0,577,0,0
2017.06.07 00:00,49156.0,49278.0,48948.0,49187.0,539,0,0
2017.06.08 00:00,49158.0,49298.0,48977.0,49027.0,676,0,0
2017.06.09 00:00,48678.0,49158.0,48678.0,48947.0,619,0,0
2017.06.12 00:00,48934.0,49148.0,48823.0,49032.0,802,0,0
2017.06.13 00:00,48863.0,49133.0,48863.0,49047.0,419,0,0
2017.06.14 00:00,49043.0,49349.0,48947.0,49127.0,614,0,0
2017.06.15 00:00,49538.0,49538.0,49023.0,49297.0,736,0,0
2017.06.16 00:00,49348.0,49512.0,49113.0,49477.0,688,0,0
2017.06.19 00:00,49538.0,49843.0,49093.0,49157.0,612,0,0
2017.06.20 00:00,49338.0,49407.0,49113.0,49347.0,610,0,0
2017.06.21 00:00,49311.0,49388.0,49138.0,49247.0,908,0,0
2017.06.22 00:00,48888.0,49172.0,48723.0,49062.0,191,0,0
2017.06.23 00:00,48953.0,49298.0,48898.0,49137.0,371,0,0
2017.06.26 00:00,49218.0,49558.0,49168.0,49477.0,600,0,0
2017.06.27 00:00,49458.0,49498.0,49263.0,49347.0,959,0,0
2017.06.28 00:00,49308.0,49737.0,49308.0,49722.0,623,0,0
2017.06.29 00:00,49653.0,49698.0,49278.0,49302.0,702,0,0
2017.06.30 00:00,49493.0,50137.0,49483.0,50132.0,634,0,0
