timestamp,bid,ask
2025-04-22 11:51:22.616152,38635.0,38638.0
2025-04-22 11:51:23.161648,38638.0,38642.0
2025-04-22 11:51:23.750866,38636.0,38640.0
2025-04-22 11:51:23.957564,38637.0,38641.0
2025-04-22 11:51:24.286843,38640.0,38643.0
2025-04-22 11:51:24.775501,38640.0,38642.0
2025-04-22 11:51:25.474783,38640.0,38643.0
2025-04-22 11:51:26.333882,38640.0,38644.0
2025-04-22 11:51:27.917948,38641.0,38645.0
2025-04-22 11:51:32.050507,38638.0,38642.0
2025-04-22 11:51:32.796421,38641.0,38644.0
2025-04-22 11:51:34.271161,38640.0,38643.0
2025-04-22 11:51:34.872733,38638.0,38641.0
2025-04-22 11:51:35.785168,38640.0,38644.0
2025-04-22 11:51:36.486517,38641.0,38644.0
2025-04-22 11:51:37.103409,38640.0,38643.0
2025-04-22 11:51:37.485370,38642.0,38645.0
2025-04-22 11:51:38.408663,38639.0,38642.0
2025-04-22 11:51:39.376012,38640.0,38644.0
2025-04-22 11:51:40.397927,38638.0,38641.0
2025-04-22 11:51:41.431557,38640.0,38642.0
2025-04-22 11:51:44.328873,38638.0,38640.0
2025-04-22 11:51:45.525193,38635.0,38637.0
2025-04-22 11:51:45.855426,38636.0,38639.0
2025-04-22 11:51:46.221835,38629.0,38631.0
2025-04-22 11:51:47.036458,38630.0,38634.0
2025-04-22 11:51:47.475212,38629.0,38632.0
2025-04-22 11:51:48.263878,38629.0,38631.0
2025-04-22 11:51:49.507658,38626.0,38629.0
2025-04-22 11:51:50.367517,38627.0,38629.0
2025-04-22 11:51:51.446021,38625.0,38628.0
2025-04-22 11:51:51.835289,38626.0,38629.0
2025-04-22 11:51:52.114583,38625.0,38629.0
2025-04-22 11:51:52.886288,38623.0,38626.0
2025-04-22 11:51:53.418915,38624.0,38626.0
2025-04-22 11:51:53.928824,38623.0,38627.0
2025-04-22 11:51:54.372238,38624.0,38627.0
2025-04-22 11:51:54.766502,38624.0,38628.0
2025-04-22 11:51:54.965065,38622.0,38626.0
2025-04-22 11:51:55.855616,38625.0,38628.0
2025-04-22 11:51:57.215253,38624.0,38626.0
2025-04-22 11:51:58.159421,38625.0,38629.0
2025-04-22 11:51:58.581382,38624.0,38627.0
2025-04-22 11:51:58.874914,38624.0,38628.0
2025-04-22 11:52:00.234139,38627.0,38630.0
2025-04-22 11:52:00.833687,38626.0,38629.0
2025-04-22 11:52:00.946636,38624.0,38627.0
2025-04-22 11:52:01.949790,38626.0,38630.0
2025-04-22 11:52:02.643463,38626.0,38629.0
2025-04-22 11:52:03.282973,38624.0,38628.0
2025-04-22 11:52:03.494836,38626.0,38629.0
2025-04-22 11:52:04.065264,38623.0,38627.0
2025-04-22 11:52:04.279011,38626.0,38629.0
2025-04-22 11:52:04.516031,38624.0,38628.0
2025-04-22 11:52:05.254303,38624.0,38627.0
2025-04-22 11:52:05.587080,38623.0,38627.0
2025-04-22 11:52:06.803546,38623.0,38626.0
2025-04-22 11:52:07.413309,38624.0,38627.0
2025-04-22 11:52:08.368443,38625.0,38629.0
2025-04-22 11:52:08.916995,38623.0,38625.0
2025-04-22 11:52:09.340405,38624.0,38627.0
2025-04-22 11:52:09.850516,38622.0,38626.0
2025-04-22 11:52:10.323055,38624.0,38627.0
2025-04-22 11:52:10.667564,38621.0,38625.0
2025-04-22 11:52:12.265905,38623.0,38626.0
2025-04-22 11:52:13.265190,38620.0,38624.0
2025-04-22 11:52:14.016082,38623.0,38626.0
2025-04-22 11:52:14.623446,38622.0,38626.0
2025-04-22 11:52:15.647276,38619.0,38623.0
2025-04-22 11:52:16.229896,38620.0,38623.0
2025-04-22 11:52:16.918805,38622.0,38626.0
2025-04-22 11:52:17.220039,38621.0,38625.0
2025-04-22 11:52:17.722858,38624.0,38627.0
2025-04-22 11:52:18.521743,38623.0,38625.0
2025-04-22 11:52:19.472675,38624.0,38627.0
2025-04-22 11:52:19.842662,38622.0,38626.0
2025-04-22 11:52:20.463763,38624.0,38627.0
2025-04-22 11:52:21.039511,38623.0,38628.0
2025-04-22 11:52:22.704316,38623.0,38627.0
2025-04-22 11:52:23.440038,38622.0,38626.0
2025-04-22 11:52:23.937129,38625.0,38628.0
2025-04-22 11:52:24.455873,38624.0,38627.0
2025-04-22 11:52:25.370617,38623.0,38627.0
2025-04-22 11:52:25.852108,38625.0,38628.0
2025-04-22 11:52:26.655448,38624.0,38628.0
2025-04-22 11:52:27.190245,38623.0,38626.0
2025-04-22 11:52:28.806772,38622.0,38626.0
2025-04-22 11:52:29.318627,38624.0,38627.0
2025-04-22 12:15:44.998378,38628.0,38631.0
2025-04-22 12:15:46.442460,38630.0,38631.0
2025-04-22 12:15:46.854029,38627.0,38631.0
2025-04-22 12:15:47.358559,38628.0,38631.0
2025-04-22 12:15:48.095912,38629.0,38632.0
2025-04-22 12:15:49.883998,38628.0,38632.0
