timestamp,bid,ask
2025-12-12 17:53:57.916868,61.31,61.35
2025-12-12 17:54:03.035501,61.3,61.35
2025-12-12 17:54:05.084171,61.31,61.35
2025-12-12 17:54:06.513345,61.3,61.34
2025-12-12 17:54:09.376658,61.31,61.34
2025-12-12 17:54:10.878734,61.31,61.35
2025-12-12 17:54:15.630309,61.3,61.35
2025-12-12 17:54:16.638465,61.31,61.34
2025-12-12 17:54:17.085706,61.31,61.35
2025-12-12 17:54:38.844738,61.3,61.35
2025-12-12 17:54:40.057698,61.3,61.33
2025-12-12 17:54:41.515555,61.3,61.34
2025-12-12 17:54:46.070657,61.31,61.34
2025-12-12 17:54:46.289580,61.3,61.35
2025-12-12 17:54:48.661941,61.3,61.34
2025-12-12 17:55:03.605597,61.31,61.35
2025-12-12 17:55:09.458666,61.32,61.35
2025-12-12 17:55:22.392990,61.31,61.36
2025-12-12 17:55:22.844131,61.31,61.35
2025-12-12 17:55:23.443872,61.32,61.36
2025-12-12 17:55:24.820893,61.31,61.36
2025-12-12 17:55:28.579838,61.33,61.37
2025-12-12 17:55:29.428878,61.32,61.37
2025-12-12 17:55:32.308249,61.32,61.36
2025-12-12 17:55:36.201989,61.32,61.37
2025-12-12 17:55:39.951479,61.32,61.35
2025-12-12 17:55:40.278080,61.33,61.37
2025-12-12 17:55:50.880766,61.34,61.38
2025-12-12 17:55:51.576287,61.33,61.38
2025-12-12 17:55:55.847819,61.33,61.37
