time,open,high,low,close,volume,spread,real_volume
2025.05.21 22:35,3317.25,3317.67,3315.06,3315.06,304,0,0
2025.05.21 22:40,3315.34,3316.47,3315.29,3315.61,284,0,0
2025.05.21 22:45,3315.63,3316.85,3314.62,3314.85,267,0,0
2025.05.21 22:50,3314.88,3315.46,3313.94,3314.37,214,0,0
2025.05.21 22:55,3314.35,3315.88,3313.67,3315.07,214,0,0
2025.05.22 00:00,3319.37,3319.74,3316.56,3319.31,258,0,0
2025.05.22 00:05,3319.32,3320.23,3315.59,3317.64,264,0,0
2025.05.22 00:10,3317.65,3318.0,3316.15,3317.3,182,0,0
2025.05.22 00:15,3317.27,3319.71,3315.54,3319.6,227,0,0
2025.05.22 00:20,3319.48,3320.86,3318.74,3320.29,358,0,0
2025.05.22 00:25,3320.32,3320.96,3318.85,3319.46,265,0,0
2025.05.22 00:30,3319.5,3319.62,3316.81,3317.52,290,0,0
2025.05.22 00:35,3317.59,3318.93,3315.58,3317.62,309,0,0
2025.05.22 00:40,3317.5,3318.83,3317.17,3317.94,242,0,0
2025.05.22 00:45,3318.14,3319.13,3317.79,3318.82,230,0,0
2025.05.22 00:50,3318.83,3319.05,3317.64,3318.01,251,0,0
2025.05.22 00:55,3318.11,3318.7,3316.67,3317.86,277,0,0
2025.05.22 01:00,3317.84,3321.22,3317.84,3318.68,402,0,0
2025.05.22 01:05,3318.91,3320.55,3318.12,3320.0,308,0,0
2025.05.22 01:10,3319.98,3321.34,3319.7,3320.82,269,0,0
2025.05.22 01:15,3320.81,3322.12,3319.65,3322.0,293,0,0
2025.05.22 01:20,3322.02,3323.02,3321.48,3322.51,291,0,0
2025.05.22 01:25,3322.72,3323.48,3322.27,3322.51,255,0,0
2025.05.22 01:30,3322.5,3323.97,3321.28,3323.87,307,0,0
2025.05.22 01:35,3323.84,3324.07,3321.88,3322.24,293,0,0
2025.05.22 01:40,3322.2,3322.79,3320.51,3322.28,295,0,0
2025.05.22 01:45,3322.3,3322.3,3320.85,3322.1,264,0,0
2025.05.22 01:50,3322.11,3322.57,3317.3,3319.45,408,0,0
2025.05.22 01:55,3319.43,3320.96,3318.82,3319.94,500,0,0
2025.05.22 02:00,3320.06,3323.79,3320.06,3322.55,614,0,0
2025.05.22 02:05,3322.48,3324.63,3321.84,3324.41,432,0,0
2025.05.22 02:10,3324.46,3326.0,3323.56,3323.64,553,0,0
2025.05.22 02:15,3323.65,3323.89,3321.87,3322.61,525,0,0
2025.05.22 02:20,3322.67,3322.75,3319.84,3321.0,479,0,0
2025.05.22 02:25,3320.97,3321.03,3319.34,3320.3,388,0,0
2025.05.22 02:30,3320.38,3322.97,3319.7,3322.59,456,0,0
2025.05.22 02:35,3322.56,3322.68,3320.94,3322.18,375,0,0
2025.05.22 02:40,3322.23,3323.67,3321.5,3323.5,362,0,0
2025.05.22 02:45,3323.49,3323.64,3320.98,3323.25,496,0,0
2025.05.22 02:50,3323.23,3325.28,3322.7,3325.02,503,0,0
2025.05.22 02:55,3324.97,3325.5,3322.73,3323.68,543,0,0
2025.05.22 03:00,3323.67,3326.42,3320.41,3326.42,869,0,0
2025.05.22 03:05,3326.44,3329.72,3325.15,3326.83,835,0,0
2025.05.22 03:10,3326.82,3329.64,3326.38,3327.26,651,0,0
2025.05.22 03:15,3327.19,3332.35,3325.75,3330.34,783,0,0
2025.05.22 03:20,3330.33,3337.61,3329.88,3337.33,794,0,0
2025.05.22 03:25,3337.37,3339.0,3336.37,3338.29,720,0,0
2025.05.22 03:30,3338.31,3339.84,3336.26,3338.61,758,0,0
2025.05.22 03:35,3338.62,3341.61,3338.08,3339.24,709,0,0
2025.05.22 03:40,3339.19,3342.75,3337.35,3342.62,771,0,0
2025.05.22 03:45,3342.65,3342.75,3339.76,3340.58,609,0,0
2025.05.22 03:50,3340.52,3342.54,3339.11,3341.15,693,0,0
2025.05.22 03:55,3341.17,3341.97,3337.31,3338.0,718,0,0
2025.05.22 04:00,3338.04,3341.17,3336.82,3338.06,648,0,0
2025.05.22 04:05,3337.95,3339.52,3336.52,3338.61,591,0,0
2025.05.22 04:10,3338.62,3340.57,3337.26,3340.33,520,0,0
2025.05.22 04:15,3340.32,3340.44,3338.72,3338.72,507,0,0
2025.05.22 04:20,3338.71,3339.08,3336.48,3337.73,509,0,0
2025.05.22 04:25,3337.72,3340.43,3337.19,3337.26,614,0,0
2025.05.22 04:30,3337.27,3339.94,3337.0,3338.77,526,0,0
2025.05.22 04:35,3338.73,3340.14,3338.56,3339.79,526,0,0
2025.05.22 04:40,3339.8,3343.61,3339.46,3343.47,609,0,0
2025.05.22 04:45,3343.32,3344.6,3342.71,3343.38,652,0,0
2025.05.22 04:50,3343.3,3343.71,3339.45,3341.01,641,0,0
2025.05.22 04:55,3341.02,3341.89,3340.13,3341.03,530,0,0
2025.05.22 05:00,3341.06,3341.18,3338.4,3340.55,651,0,0
2025.05.22 05:05,3340.51,3343.7,3340.51,3342.11,595,0,0
2025.05.22 05:10,3342.06,3343.75,3341.69,3342.46,434,0,0
2025.05.22 05:15,3342.41,3345.31,3342.28,3342.71,608,0,0
2025.05.22 05:20,3342.69,3343.18,3340.9,3342.96,514,0,0
2025.05.22 05:25,3342.95,3343.11,3340.11,3340.12,480,0,0
2025.05.22 05:30,3340.23,3340.58,3337.71,3340.32,534,0,0
2025.05.22 05:35,3340.31,3340.71,3338.75,3340.37,402,0,0
2025.05.22 05:40,3340.26,3340.55,3339.17,3339.43,306,0,0
2025.05.22 05:45,3339.44,3339.55,3337.85,3338.33,419,0,0
2025.05.22 05:50,3338.3,3338.39,3336.45,3336.69,429,0,0
2025.05.22 05:55,3336.64,3336.93,3334.82,3335.34,543,0,0
2025.05.22 06:00,3335.33,3336.29,3332.65,3333.4,619,0,0
2025.05.22 06:05,3333.45,3334.89,3333.45,3334.78,381,0,0
2025.05.22 06:10,3334.79,3335.95,3334.44,3335.04,378,0,0
2025.05.22 06:15,3335.05,3336.59,3334.88,3336.46,329,0,0
2025.05.22 06:20,3336.37,3336.52,3335.39,3336.31,341,0,0
2025.05.22 06:25,3336.36,3337.08,3335.59,3336.81,346,0,0
2025.05.22 06:30,3336.8,3337.68,3334.93,3335.88,438,0,0
2025.05.22 06:35,3335.98,3337.4,3335.37,3336.15,313,0,0
2025.05.22 06:40,3336.11,3337.16,3335.95,3336.37,342,0,0
2025.05.22 06:45,3336.4,3337.88,3336.13,3337.81,356,0,0
2025.05.22 06:50,3337.88,3338.41,3337.22,3337.8,339,0,0
2025.05.22 06:55,3337.74,3339.04,3336.89,3338.48,366,0,0
2025.05.22 07:00,3338.5,3339.16,3338.17,3338.79,337,0,0
2025.05.22 07:05,3338.78,3339.35,3336.91,3337.48,395,0,0
2025.05.22 07:10,3337.46,3337.73,3336.2,3336.55,324,0,0
2025.05.22 07:15,3336.57,3337.09,3336.09,3336.14,269,0,0
2025.05.22 07:20,3336.15,3338.53,3336.0,3338.29,382,0,0
2025.05.22 07:25,3338.35,3338.83,3337.28,3337.74,393,0,0
2025.05.22 07:30,3337.69,3339.0,3336.09,3337.21,530,0,0
2025.05.22 07:35,3337.2,3339.06,3337.1,3337.83,489,0,0
2025.05.22 07:40,3337.81,3337.81,3335.37,3335.89,573,0,0
2025.05.22 07:45,3335.87,3335.87,3330.23,3330.69,713,0,0
2025.05.22 07:50,3330.64,3331.79,3326.18,3328.14,814,0,0
2025.05.22 07:55,3328.08,3332.45,3327.4,3332.25,641,0,0
2025.05.22 08:00,3332.22,3334.92,3332.22,3334.74,565,0,0
2025.05.22 08:05,3334.73,3335.53,3332.61,3332.87,675,0,0
2025.05.22 08:10,3332.89,3335.0,3332.55,3333.1,598,0,0
2025.05.22 08:15,3333.21,3333.86,3331.53,3331.57,565,0,0
2025.05.22 08:20,3331.51,3331.81,3328.92,3329.64,614,0,0
2025.05.22 08:25,3329.66,3331.86,3327.55,3331.67,684,0,0
2025.05.22 08:30,3331.63,3333.23,3328.98,3329.53,622,0,0
2025.05.22 08:35,3329.54,3332.43,3329.36,3332.14,608,0,0
2025.05.22 08:40,3332.22,3332.8,3329.63,3330.78,596,0,0
2025.05.22 08:45,3330.81,3331.93,3328.55,3328.63,512,0,0
2025.05.22 08:50,3328.62,3329.36,3326.18,3326.28,612,0,0
2025.05.22 08:55,3326.27,3327.11,3325.57,3326.38,690,0,0
2025.05.22 09:00,3326.4,3327.52,3325.24,3325.61,687,0,0
2025.05.22 09:05,3325.6,3326.5,3323.9,3326.19,608,0,0
2025.05.22 09:10,3326.28,3327.22,3325.39,3325.5,536,0,0
2025.05.22 09:15,3325.41,3325.86,3322.52,3325.86,662,0,0
2025.05.22 09:20,3325.91,3330.77,3325.89,3330.14,713,0,0
2025.05.22 09:25,3330.21,3331.13,3328.93,3329.64,638,0,0
2025.05.22 09:30,3329.64,3330.39,3326.49,3327.34,814,0,0
2025.05.22 09:35,3327.41,3328.77,3325.75,3327.42,807,0,0
2025.05.22 09:40,3327.47,3329.18,3326.65,3328.06,580,0,0
2025.05.22 09:45,3328.04,3329.5,3327.14,3329.4,470,0,0
2025.05.22 09:50,3329.32,3329.6,3327.77,3329.0,476,0,0
2025.05.22 09:55,3328.98,3330.55,3327.42,3327.46,538,0,0
2025.05.22 10:00,3327.42,3328.6,3325.49,3326.95,722,0,0
2025.05.22 10:05,3327.11,3329.79,3326.36,3327.87,773,0,0
2025.05.22 10:10,3327.92,3329.53,3326.71,3326.89,617,0,0
2025.05.22 10:15,3326.88,3326.88,3321.63,3323.74,808,0,0
2025.05.22 10:20,3323.76,3324.2,3321.29,3322.24,675,0,0
2025.05.22 10:25,3322.31,3322.81,3317.73,3318.84,741,0,0
2025.05.22 10:30,3318.7,3318.7,3312.52,3314.39,936,0,0
2025.05.22 10:35,3314.41,3315.77,3311.01,3315.31,827,0,0
2025.05.22 10:40,3315.29,3316.82,3313.63,3314.8,778,0,0
2025.05.22 10:45,3314.83,3314.83,3312.02,3313.8,723,0,0
2025.05.22 10:50,3313.88,3315.4,3313.09,3315.13,625,0,0
2025.05.22 10:55,3315.12,3315.12,3310.15,3311.24,650,0,0
2025.05.22 11:00,3311.16,3313.69,3306.94,3313.48,1037,0,0
2025.05.22 11:05,3313.53,3313.74,3310.76,3311.02,739,0,0
2025.05.22 11:10,3310.98,3311.58,3309.1,3311.17,590,0,0
2025.05.22 11:15,3311.09,3311.09,3307.95,3308.43,567,0,0
2025.05.22 11:20,3308.41,3309.31,3304.38,3304.72,807,0,0
2025.05.22 11:25,3304.66,3307.54,3304.52,3306.47,664,0,0
2025.05.22 11:30,3306.54,3308.39,3306.23,3308.12,656,0,0
2025.05.22 11:35,3307.97,3309.76,3307.57,3308.04,534,0,0
2025.05.22 11:40,3308.05,3309.54,3307.05,3308.36,492,0,0
2025.05.22 11:45,3308.33,3309.57,3306.54,3309.39,500,0,0
2025.05.22 11:50,3309.35,3309.73,3308.01,3309.56,392,0,0
