time,open,high,low,close,tick_volume,spread,real_volume
2017.03.27 00:00,8397.0,8450.0,8371.0,8447.0,4604,0,0
2017.03.28 00:00,8470.0,8482.0,8420.0,8449.0,3923,0,0
2017.03.29 00:00,8487.0,8524.0,8454.0,8515.0,4219,0,0
2017.03.30 00:00,8529.0,8565.0,8515.0,8559.0,3054,0,0
2017.03.31 00:00,8519.0,8543.0,8512.0,8528.0,3398,0,0
2017.04.03 00:00,8544.0,8567.0,8501.0,8504.0,3530,0,0
2017.04.04 00:00,8505.0,8532.0,8479.0,8514.0,3920,0,0
2017.04.05 00:00,8512.0,8543.0,8499.0,8518.0,3765,0,0
2017.04.06 00:00,8457.0,8527.0,8450.0,8512.0,4571,0,0
2017.04.07 00:00,8489.0,8529.0,8467.0,8522.0,5107,0,0
2017.04.10 00:00,8538.0,8549.0,8498.0,8533.0,3257,0,0
2017.04.11 00:00,8501.0,8569.0,8501.0,8559.0,5539,0,0
2017.04.12 00:00,8581.0,8613.0,8560.0,8584.0,4827,0,0
2017.04.13 00:00,8562.0,8563.0,8533.0,8546.0,4308,0,0
2017.04.18 00:00,8559.0,8564.0,8443.0,8450.0,5448,0,0
2017.04.19 00:00,8451.0,8461.0,8418.0,8459.0,4160,0,0
2017.04.20 00:00,8452.0,8502.0,8450.0,8489.0,5291,0,0
2017.04.21 00:00,8494.0,8498.0,8466.0,8484.0,4718,0,0
2017.04.24 00:00,8602.0,8645.0,8590.0,8644.0,6485,0,0
2017.04.25 00:00,8662.0,8729.0,8661.0,8715.0,3553,0,0
2017.04.26 00:00,8722.0,8777.0,8710.0,8771.0,3882,0,0
2017.04.27 00:00,8741.0,8803.0,8737.0,8790.0,4459,0,0
2017.04.28 00:00,8776.0,8782.0,8740.0,8759.0,4124,0,0
2017.05.02 00:00,8785.0,8821.0,8779.0,8821.0,3153,0,0
2017.05.03 00:00,8807.0,8846.0,8798.0,8838.0,3250,0,0
2017.05.04 00:00,8867.0,8929.0,8860.0,8926.0,4271,0,0
2017.05.05 00:00,8895.0,8966.0,8890.0,8962.0,4993,0,0
2017.05.08 00:00,8972.0,9019.0,8959.0,9014.0,4995,0,0
2017.05.09 00:00,9027.0,9113.0,9026.0,9101.0,4120,0,0
2017.05.10 00:00,9056.0,9078.0,9029.0,9075.0,3953,0,0
2017.05.11 00:00,9084.0,9105.0,9046.0,9050.0,5059,0,0
2017.05.12 00:00,9051.0,9118.0,9047.0,9104.0,4190,0,0
2017.05.15 00:00,9113.0,9121.0,9065.0,9095.0,2895,0,0
2017.05.16 00:00,9077.0,9127.0,9069.0,9119.0,1696,0,0
2017.05.17 00:00,9055.0,9098.0,8964.0,8986.0,5805,0,0
2017.05.18 00:00,8945.0,8956.0,8891.0,8927.0,10833,0,0
2017.05.19 00:00,8961.0,9013.0,8961.0,9012.0,5437,0,0
2017.05.22 00:00,9022.0,9081.0,9007.0,9073.0,5260,0,0
2017.05.23 00:00,9055.0,9071.0,9025.0,9050.0,5196,0,0
2017.05.24 00:00,9027.0,9058.0,9017.0,9023.0,4518,0,0
2017.05.26 00:00,9019.0,9050.0,9002.0,9034.0,4998,0,0
2017.05.29 00:00,9012.0,9039.0,8991.0,9024.0,2247,0,0
2017.05.30 00:00,8998.0,9016.0,8963.0,8997.0,5395,0,0
2017.05.31 00:00,8998.0,9066.0,8995.0,9005.0,5415,0,0
2017.06.01 00:00,9013.0,9065.0,9013.0,9019.0,4615,0,0
2017.06.02 00:00,9064.0,9082.0,9001.0,9037.0,6529,0,0
2017.06.06 00:00,8952.0,8980.0,8891.0,8901.0,6236,0,0
2017.06.07 00:00,8895.0,8938.0,8872.0,8873.0,5779,0,0
2017.06.08 00:00,8876.0,8885.0,8808.0,8809.0,6761,0,0
2017.06.09 00:00,8840.0,8870.0,8801.0,8842.0,5227,0,0
2017.06.12 00:00,8817.0,8826.0,8785.0,8801.0,5288,0,0
2017.06.13 00:00,8828.0,8873.0,8819.0,8862.0,3769,0,0
2017.06.14 00:00,8885.0,8912.0,8842.0,8844.0,4816,0,0
2017.06.15 00:00,8838.0,8853.0,8775.0,8849.0,7735,0,0
2017.06.16 00:00,8893.0,8945.0,8892.0,8942.0,4672,0,0
2017.06.19 00:00,9011.0,9016.0,8951.0,9006.0,3938,0,0
2017.06.20 00:00,9041.0,9045.0,8995.0,8999.0,4033,0,0
2017.06.21 00:00,8946.0,8974.0,8909.0,8962.0,6339,0,0
2017.06.22 00:00,9000.0,9028.0,8958.0,9028.0,5899,0,0
2017.06.23 00:00,9020.0,9023.0,8966.0,9013.0,5317,0,0
2017.06.26 00:00,9105.0,9124.0,9077.0,9100.0,5012,0,0
2017.06.27 00:00,9073.0,9092.0,9021.0,9050.0,5461,0,0
2017.06.28 00:00,9041.0,9064.0,9017.0,9054.0,7609,0,0
2017.06.29 00:00,9085.0,9088.0,8912.0,8922.0,7764,0,0
2017.06.30 00:00,8901.0,8977.0,8880.0,8887.0,7268,0,0
2017.07.03 00:00,8926.0,9007.0,8923.0,8993.0,4862,0,0
2017.07.04 00:00,8969.0,8989.0,8945.0,8956.0,3533,0,0
2017.07.05 00:00,8899.0,8939.0,8885.0,8932.0,6497,0,0
2017.07.06 00:00,8923.0,8924.0,8813.0,8864.0,7010,0,0
2017.07.07 00:00,8851.0,8872.0,8828.0,8866.0,5234,0,0
2017.07.10 00:00,8910.0,8937.0,8886.0,8926.0,4860,0,0
2017.07.11 00:00,8924.0,8935.0,8841.0,8853.0,4680,0,0
2017.07.12 00:00,8875.0,9005.0,8866.0,8998.0,6228,0,0
2017.07.13 00:00,9011.0,9031.0,8978.0,8985.0,5158,0,0
2017.07.14 00:00,8982.0,9025.0,8979.0,9014.0,4803,0,0
2017.07.17 00:00,9022.0,9032.0,8977.0,9016.0,4563,0,0
2017.07.18 00:00,9038.0,9065.0,8943.0,8953.0,6858,0,0
2017.07.19 00:00,8994.0,9026.0,8969.0,9006.0,4998,0,0
2017.07.20 00:00,9048.0,9063.0,8973.0,9009.0,8435,0,0
2017.07.21 00:00,9027.0,9033.0,8919.0,8924.0,7599,0,0
2017.07.24 00:00,8922.0,8927.0,8868.0,8877.0,7171,0,0
2017.07.25 00:00,8902.0,8970.0,8896.0,8923.0,6967,0,0
2017.07.26 00:00,8954.0,9008.0,8954.0,8976.0,7187,0,0
2017.07.27 00:00,8970.0,9047.0,8960.0,9003.0,6984,0,0
2017.07.28 00:00,8965.0,9029.0,8939.0,9005.0,7969,0,0
2017.07.31 00:00,9019.0,9088.0,9017.0,9040.0,6300,0,0
2017.08.02 00:00,9080.0,9132.0,9061.0,9108.0,6559,0,0
2017.08.03 00:00,9110.0,9148.0,9079.0,9126.0,7257,0,0
2017.08.04 00:00,9113.0,9177.0,9097.0,9165.0,7263,0,0
2017.08.07 00:00,9184.0,9189.0,9128.0,9145.0,4682,0,0
2017.08.08 00:00,9137.0,9181.0,9127.0,9151.0,3882,0,0
2017.08.09 00:00,9076.0,9078.0,8994.0,9012.0,8215,0,0
2017.08.10 00:00,9008.0,9035.0,8928.0,8940.0,8680,0,0
2017.08.11 00:00,8900.0,8913.0,8853.0,8874.0,9195,0,0
2017.08.14 00:00,8936.0,9032.0,8927.0,9021.0,5918,0,0
2017.08.15 00:00,9052.0,9055.0,8980.0,9004.0,6291,0,0
2017.08.16 00:00,9044.0,9062.0,9019.0,9031.0,5800,0,0
2017.08.17 00:00,8948.0,8994.0,8932.0,8934.0,9278,0,0
2017.08.18 00:00,8862.0,8876.0,8839.0,8865.0,8270,0,0
2017.08.21 00:00,8867.0,8927.0,8845.0,8872.0,7675,0,0
2017.08.22 00:00,8949.0,8964.0,8909.0,8957.0,5315,0,0
2017.08.23 00:00,8948.0,8958.0,8907.0,8947.0,6642,0,0
2017.08.24 00:00,8967.0,8973.0,8923.0,8936.0,5539,0,0
2017.08.25 00:00,8929.0,8955.0,8895.0,8900.0,6817,0,0
2017.08.28 00:00,8864.0,8887.0,8847.0,8857.0,4448,0,0
2017.08.29 00:00,8793.0,8827.0,8744.0,8804.0,8774,0,0
2017.08.30 00:00,8861.0,8869.0,8821.0,8845.0,5450,0,0
2017.08.31 00:00,8887.0,8933.0,8858.0,8919.0,5505,0,0
2017.09.01 00:00,8939.0,8940.0,8909.0,8932.0,5752,0,0
2017.09.04 00:00,8864.0,8894.0,8849.0,8855.0,4194,0,0
2017.09.05 00:00,8860.0,8923.0,8857.0,8864.0,6435,0,0
2017.09.06 00:00,8808.0,8870.0,8789.0,8855.0,7814,0,0
2017.09.07 00:00,8860.0,8919.0,8829.0,8904.0,9112,0,0
2017.09.08 00:00,8872.0,8917.0,8871.0,8903.0,6813,0,0
2017.09.11 00:00,8935.0,8979.0,8935.0,8978.0,5983,0,0
2017.09.12 00:00,9022.0,9056.0,9004.0,9049.0,6604,0,0
2017.09.13 00:00,9039.0,9074.0,9020.0,9052.0,6264,0,0
2017.09.14 00:00,9046.0,9073.0,9030.0,9068.0,7331,0,0
2017.09.15 00:00,9017.0,9032.0,8975.0,8999.0,7091,0,0
2017.09.18 00:00,9036.0,9045.0,9013.0,9022.0,3914,0,0
2017.09.19 00:00,9017.0,9072.0,9005.0,9067.0,6077,0,0
2017.09.20 00:00,9061.0,9094.0,9061.0,9075.0,5084,0,0
2017.09.21 00:00,9106.0,9123.0,9096.0,9112.0,5528,0,0
2017.09.22 00:00,9126.0,9136.0,9104.0,9114.0,5633,0,0
2017.09.25 00:00,9105.0,9145.0,9092.0,9121.0,5140,0,0
2017.09.26 00:00,9095.0,9135.0,9077.0,9092.0,5140,0,0
2017.09.27 00:00,9111.0,9124.0,9073.0,9077.0,4502,0,0
2017.09.28 00:00,9059.0,9106.0,9057.0,9090.0,4538,0,0
2017.09.29 00:00,9090.0,9143.0,9078.0,9137.0,4178,0,0
2017.10.02 00:00,9158.0,9220.0,9156.0,9219.0,4301,0,0
2017.10.03 00:00,9236.0,9266.0,9225.0,9263.0,2147,0,0
2017.10.04 00:00,9260.0,9265.0,9231.0,9263.0,4117,0,0
2017.10.05 00:00,9247.0,9258.0,9230.0,9244.0,3004,0,0
2017.10.06 00:00,9251.0,9269.0,9219.0,9230.0,4260,0,0
2017.10.09 00:00,9238.0,9253.0,9224.0,9237.0,3710,0,0
2017.10.10 00:00,9249.0,9263.0,9229.0,9249.0,4479,0,0
2017.10.11 00:00,9261.0,9268.0,9238.0,9245.0,4262,0,0
2017.10.12 00:00,9263.0,9288.0,9239.0,9279.0,3932,0,0
2017.10.13 00:00,9290.0,9297.0,9263.0,9293.0,4214,0,0
2017.10.16 00:00,9283.0,9292.0,9253.0,9256.0,3331,0,0
2017.10.17 00:00,9274.0,9289.0,9233.0,9252.0,3641,0,0
2017.10.18 00:00,9241.0,9302.0,9239.0,9296.0,3722,0,0
2017.10.19 00:00,9265.0,9283.0,9205.0,9217.0,7049,0,0
2017.10.20 00:00,9257.0,9258.0,9201.0,9221.0,5223,0,0
2017.10.23 00:00,9222.0,9262.0,9214.0,9234.0,4558,0,0
2017.10.24 00:00,9226.0,9229.0,9172.0,9181.0,5109,0,0
2017.10.25 00:00,9177.0,9189.0,9048.0,9070.0,6663,0,0
2017.10.26 00:00,9065.0,9188.0,9062.0,9187.0,7537,0,0
2017.10.27 00:00,9198.0,9241.0,9154.0,9171.0,7140,0,0
2017.10.30 00:00,9118.0,9191.0,9118.0,9164.0,5065,0,0
2017.10.31 00:00,9164.0,9250.0,9155.0,9234.0,3547,0,0
2017.11.01 00:00,9263.0,9288.0,9243.0,9255.0,5058,0,0
2017.11.02 00:00,9258.0,9275.0,9212.0,9266.0,6752,0,0
2017.11.03 00:00,9263.0,9317.0,9256.0,9311.0,4889,0,0
2017.11.06 00:00,9297.0,9317.0,9277.0,9280.0,4124,0,0
2017.11.07 00:00,9281.0,9287.0,9199.0,9209.0,5607,0,0
2017.11.08 00:00,9224.0,9254.0,9187.0,9252.0,5683,0,0
2017.11.09 00:00,9252.0,9272.0,9144.0,9165.0,8882,0,0
2017.11.10 00:00,9174.0,9180.0,9111.0,9120.0,7074,0,0
2017.11.13 00:00,9171.0,9182.0,9094.0,9153.0,7718,0,0
2017.11.14 00:00,9143.0,9183.0,9087.0,9119.0,7771,0,0
2017.11.15 00:00,9074.0,9095.0,9033.0,9078.0,9149,0,0
2017.11.16 00:00,9085.0,9153.0,9079.0,9135.0,6738,0,0
2017.11.17 00:00,9140.0,9183.0,9110.0,9170.0,6732,0,0
2017.11.20 00:00,9221.0,9306.0,9220.0,9294.0,7649,0,0
2017.11.21 00:00,9268.0,9342.0,9253.0,9313.0,7075,0,0
2017.11.22 00:00,9327.0,9350.0,9280.0,9282.0,6976,0,0
2017.11.23 00:00,9242.0,9320.0,9238.0,9306.0,6873,0,0
2017.11.24 00:00,9316.0,9342.0,9289.0,9317.0,7633,0,0
2017.11.27 00:00,9291.0,9333.0,9249.0,9255.0,8120,0,0
2017.11.28 00:00,9275.0,9326.0,9273.0,9315.0,7120,0,0
2017.11.29 00:00,9354.0,9356.0,9285.0,9301.0,8543,0,0
2017.11.30 00:00,9287.0,9364.0,9280.0,9311.0,9544,0,0
2017.12.01 00:00,9312.0,9359.0,9255.0,9267.0,12570,0,0
2017.12.04 00:00,9332.0,9377.0,9306.0,9323.0,9211,0,0
2017.12.05 00:00,9322.0,9345.0,9276.0,9285.0,8222,0,0
2017.12.06 00:00,9222.0,9322.0,9207.0,9304.0,8107,0,0
2017.12.07 00:00,9330.0,9335.0,9256.0,9265.0,8225,0,0
2017.12.08 00:00,9295.0,9336.0,9281.0,9323.0,7925,0,0
2017.12.11 00:00,9329.0,9340.0,9303.0,9309.0,7097,0,0
2017.12.12 00:00,9310.0,9357.0,9283.0,9355.0,7427,0,0
2017.12.13 00:00,9328.0,9404.0,9320.0,9390.0,6335,0,0
2017.12.14 00:00,9362.0,9413.0,9348.0,9381.0,9135,0,0
2017.12.15 00:00,9297.0,9321.0,9265.0,9299.0,7731,0,0
2017.12.18 00:00,9335.0,9370.0,9323.0,9357.0,5894,0,0
2017.12.19 00:00,9364.0,9371.0,9294.0,9301.0,4761,0,0
2017.12.20 00:00,9294.0,9312.0,9217.0,9219.0,6851,0,0
2017.12.21 00:00,9206.0,9338.0,9191.0,9329.0,6113,0,0
2017.12.22 00:00,9320.0,9341.0,9293.0,9299.0,4928,0,0
2017.12.27 00:00,9294.0,9351.0,9288.0,9338.0,4385,0,0
2017.12.28 00:00,9331.0,9340.0,9302.0,9309.0,3562,0,0
2017.12.29 00:00,9287.0,9303.0,9255.0,9283.0,4912,0,0
2018.01.03 00:00,9348.0,9393.0,9297.0,9385.0,7603,0,0
2018.01.04 00:00,9402.0,9431.0,9374.0,9420.0,4362,0,0
2018.01.05 00:00,9449.0,9462.0,9430.0,9457.0,7152,0,0
2018.01.08 00:00,9486.0,9490.0,9440.0,9446.0,6298,0,0
2018.01.09 00:00,9461.0,9513.0,9456.0,9512.0,5850,0,0
2018.01.10 00:00,9485.0,9499.0,9408.0,9427.0,7938,0,0
2018.01.11 00:00,9450.0,9460.0,9377.0,9410.0,6569,0,0
2018.01.12 00:00,9425.0,9465.0,9411.0,9452.0,7392,0,0
2018.01.15 00:00,9437.0,9453.0,9416.0,9443.0,5124,0,0
2018.01.16 00:00,9445.0,9470.0,9364.0,9368.0,7768,0,0
2018.01.17 00:00,9341.0,9372.0,9323.0,9338.0,7216,0,0
2018.01.18 00:00,9375.0,9397.0,9334.0,9357.0,7817,0,0
2018.01.19 00:00,9340.0,9415.0,9339.0,9410.0,8135,0,0
2018.01.22 00:00,9409.0,9432.0,9377.0,9430.0,6114,0,0
2018.01.23 00:00,9453.0,9496.0,9432.0,9456.0,7261,0,0
2018.01.24 00:00,9462.0,9518.0,9450.0,9451.0,7115,0,0
2018.01.25 00:00,9428.0,9470.0,9375.0,9385.0,9629,0,0
2018.01.26 00:00,9407.0,9457.0,9398.0,9414.0,8377,0,0
2018.01.29 00:00,9417.0,9431.0,9351.0,9361.0,8159,0,0
2018.01.30 00:00,9332.0,9399.0,9290.0,9333.0,9910,0,0
2018.01.31 00:00,9322.0,9350.0,9231.0,9234.0,7749,0,0
2018.02.01 00:00,9288.0,9326.0,9187.0,9193.0,11417,0,0
2018.02.02 00:00,9170.0,9177.0,9120.0,9123.0,11774,0,0
2018.02.05 00:00,9034.0,9048.0,8983.0,8996.0,11492,0,0
2018.02.06 00:00,8732.0,8882.0,8608.0,8737.0,25254,0,0
2018.02.07 00:00,8783.0,8906.0,8765.0,8877.0,15067,0,0
2018.02.08 00:00,8864.0,8893.0,8655.0,8661.0,15497,0,0
2018.02.09 00:00,8678.0,8712.0,8562.0,8577.0,21248,0,0
2018.02.12 00:00,8721.0,8757.0,8680.0,8723.0,13845,0,0
2018.02.13 00:00,8705.0,8747.0,8649.0,8653.0,13109,0,0
2018.02.14 00:00,8724.0,8810.0,8649.0,8800.0,14316,0,0
2018.02.15 00:00,8821.0,8846.0,8792.0,8821.0,11551,0,0
2018.02.16 00:00,8857.0,8898.0,8844.0,8892.0,10487,0,0
2018.02.19 00:00,8891.0,8891.0,8803.0,8810.0,5648,0,0
2018.02.20 00:00,8835.0,8888.0,8804.0,8885.0,10145,0,0
2018.02.21 00:00,8862.0,8902.0,8808.0,8895.0,8997,0,0
2018.02.22 00:00,8838.0,8880.0,8805.0,8878.0,10529,0,0
2018.02.23 00:00,8864.0,8873.0,8804.0,8859.0,8769,0,0
